title,heading,content,tokens
미라이토와와 소메이티,아티스트,"마스코트는 일본 남부 후쿠오카 현에 거주하는 일본 예술가 Ryo Taniguchi가 디자인했습니다. Taniguchi는 일러스트레이터이기도 한 아버지의 권유로 캘리포니아의 Cabrillo College에서 미술을 공부했습니다. 그는 일본 어린이를 위한 영어 교과서의 삽화를 그렸습니다. 다니구치는 2017년 2월 페이스북에서 도쿄 2020 마스코트 대회를 발견하고 공식 도쿄 2020의 이치마츠 모요 패턴으로 머리가 사무라이 투구를 닮은 캐릭터를 만드는 아이디어를 냈습니다. 심벌 마크. Taniguchi는 2017년 5월 대회의 공식 신청 요건이 발표된 후 대략적인 스케치를 한 후 디자인을 다시 작업했습니다. 마스코트를 디자인할 때 Taniguchi는 자신의 제안이 돋보이도록 마스코트의 눈에 집중했습니다. 마스코트 이름 지정에는 Taniguchi가 관여하지 않았습니다. , 그는 다양한 명명 제안이 소개되는 심사에 참석했지만. 마스코트 사용계약의 일환으로 타니구치는 마스코트에 대한 지적재산권을 올림픽·패럴림픽 위원회에 양도했으며, 이에 따라 마스코트 관련 라이선싱에 따른 로열티는 일체 받지 않는다.",242
미라이토와와 소메이티,머천다이징,"마스코트는 도쿄 게임 자금을 지원하기 위해 수익을 창출할 것으로 예상됩니다. 한 올림픽 관계자는 마스코트가 라이센싱 및 상품화를 통해 1억 3천만 달러(144억 엔)의 수익을 창출할 것으로 예상했습니다. 도쿄 2020 조직위원회는 예산 관리에 대해 비판을 받았습니다. 로이터에 따르면 2016년 연구에 따르면 올림픽을 위한 전체 비용은 ""입찰 과정에서 책정된 초기 추정치의 4배""가 될 수 있습니다. 도쿄 2020은 올림픽이 끝난 후 마스코트에 대한 지적 재산권을 국제 올림픽 위원회와 국제 패럴림픽 위원회에 양도해야 합니다. 그러면 도쿄는 올림픽이 끝난 후 마스코트에 대한 라이선스를 부여하고 개발할 수 없습니다. 2018년 7월 말부터 9월 초까지, 도쿄 미드타운 히비야 빌딩 1층에 위치한 ""마스코트 하우스""에서는 방문객들이 마스코트와 함께 사진을 찍고 마스코트가 등장하는 라이선스 상품을 구입할 수 있습니다. 2019년 7월 11일, 도쿄 2020 조직위원회는 마스코트가 포함된 새로운 상품을 공개했습니다. 2019년 7월부터 상품은 온라인 또는 일본 전역의 공인 판매점을 통해 구매할 수 있습니다. Miraitowa와 Someity의 봉제인형은 도쿄 2020에서 올림픽 및 패럴림픽 메달리스트에게 수여되는 꽃다발에 선수의 색상으로 ""갑옷""이 부착되었습니다. Nippon Flower Council의 디자인의 일부인 메달.",278
미라이토와와 소메이티,로보틱스,"2019년 7월 22일, 2020년 하계 올림픽 조직위는 미라이토와(Miraitowa)와 소메이티(Someity) 로봇 자동 장치가 게임 기간 동안 포함될 것으로 예상된다고 발표했습니다. Los Angeles Times에 따르면 로봇은 ""운동 선수 및 팬과 손을 흔들고 악수할 때 얼굴 표정을 보여주도록 프로그래밍되어 있습니다."" 도쿄 2020 조직위원회는 마스코트를 주로 대회를 홍보하고 방문객과 선수들을 맞이하는 데 사용할 계획이며, 어린이들과 더 많이 소통할 수 있도록 노력할 것입니다. 이 로봇은 2019년 7월 22일 도쿄 올림픽 경기장에서 열린 ""1 Year to Go"" 프레스 이벤트의 일부로도 등장했습니다. 로봇은 2019년 11월 18일 일본 초등학교에서 열린 또 다른 언론 행사의 일부로 포함되었습니다. 로봇의 눈은 다른 감정과 함께 심장을 표시하도록 변경할 수 있으며 여러 관절과 팔을 원격으로 제어할 수 있습니다. 카메라를 통해 로봇은 얼굴 표정을 인식하고 반응할 수 있습니다. 로봇은 Toyota와 협력하여 개발되었습니다.",196
미라이토와와 소메이티,생기,"2019년 7월 22일, 도쿄 2020의 일본 공식 트위터 계정은 미라이토와가 올림픽에서 치러질 모든 종목에 참가하는 모습을 묘사한 단편 애니메이션을 게시했습니다. 2019년 8월 25일, 동일한 트위터 계정이 장애인 올림픽에 참가하는 Someity가 등장하는 유사한 애니메이션 비디오를 게시했습니다.",61
미라이토와와 소메이티,리셉션,"기고자 Jake Adelstein이 2018년 3월 Forbes 웹사이트에 게시한 기사에 따르면 마스코트 선택에 대한 대중의 반응은 ""대체로 긍정적""이었습니다. Adelstein은 마스코트가 ""귀엽다""고 설명했지만 ""전통적인 성 역할에 분명히 떨어지는 미래형 파란색과 분홍색 캐릭터에 대한 비판이 있었다""고 말했습니다. Adelstein은 마스코트가 도쿄 올림픽을 재정적으로 지원할 것이라고 추측했습니다. 여러 관찰자들이 마스코트의 디자인을 포켓몬 및 디지몬 프랜차이즈의 디자인과 비교했습니다. Agence France-Presse의 기사에서는 마스코트 선정에 대한 소셜 미디어의 반응을 ""혼합""이라고 설명했습니다. 일부 사용자는 마스코트가 ""매우 일본적이고 매우 귀엽다""고 언급한 반면 다른 사용자는 마스코트가 ""더 둥글거나"" ""더 껴안을 수 있어야 한다""고 언급했습니다. 다른 평론가들은 선택된 디자인이 ""어른들에게 더 어필하는 반면 어른들은 더 부드럽고 전통적인 옵션을 선호한다""고 말했습니다. Dan McQuade는 스포츠 뉴스 웹사이트 Deadspin의 기사에서 Miraitowa와 Someity가 Soohorang과 Someity의 인기를 따라잡기가 어려울 것이라고 썼습니다. 2018년 동계올림픽 마스코트 반다비는 2020년 마스코트가 ""따라하기 힘든 행동을 하고 있다""고 쓴 BBC와 수호랑과 반다비의 성공이 ""떠난다""는 헤드라인을 쓴 일본 타임즈의 진술을 인용했다. 곤경에 처한 일본"". James Dator는 스포츠 뉴스 웹사이트 SB Nation에 게시된 블로그 항목에서 마스코트 디자인에 ""기능적으로 잘못된 것은 없다""고 썼지만 Sanae Akimoto의 쌍 C가 우수한 후보이며 대신 선택되어야 한다고 느꼈습니다. Dator는 또한 아이들이 최종 결정을 내리지 말았어야 했다고 주장했습니다. 한편, 일본의 교육학 전문가인 오기 나오키 씨는 마스코트를 선정할 때 어른이 아닌 어린이의 역할이 중요하다고 강조했다. 일본 작가 루리카 스즈키는 마스코트가 ""매우 일본 애니메이션과 같은 품질""을 가지고 있으며 ""화려하고 스포티하며 올림픽에 완벽하다""고 설명했습니다. 2021년 7월 27일 뉴욕 타임즈에 실린 기사에서 마이크 아이브스는 히다 히카리(Hikari Hikari)는 일본 광고에서 마스코트의 전형적인 중요성에도 불구하고 도쿄 올림픽에서 마스코트가 ""차분한"" 존재감을 가졌다고 말하면서 ""일본 대중도 마스코트에 대해 기절하지 않는다고 연구하는 팬과 전문가에 따르면 전국 마스코트 산업"". Ives와 Hida는 마스코트인 Miraitowa와 Someity의 이름이 기억하기 어렵다는 일반적인 불만을 설명했습니다. 이 기사는 유키 후카(Yuki Fuka)라는 이름의 어머니를 인용하여 ""모든 올림픽 논란의 회오리바람 속에서 마스코트는 어딘가에서 잊혀진 것 같다[...] 올림픽이 막 시작되었고 그들의 존재는 이미 나중에 생각되었다. "" Shizuoka University의 정보학 교수인 Jillian Rae Suter에 따르면, ""그들은 디자인적으로 미움을 받지 않습니다. 그들에게 많은 열정을 가져라."" 미라이토와와 소메이티는 2020년 하계 올림픽 개막식에 모습을 드러내지 않았기 때문에 스에키치이라는 소셜 미디어 사용자가 집에서 개회식을 지켜보는 모습을 담은 사진을 트위터에 올렸다.",695
2020년 하계 올림픽 남아프리카 선수단,요약,"남아프리카 공화국은 2020년 도쿄 하계 올림픽에 참가했습니다. 당초 2020년 7월 24일부터 8월 9일까지 열릴 예정이던 올림픽은 코로나19 팬데믹으로 인해 2021년 7월 23일부터 8월 8일까지로 연기되었습니다. 이는 아파르트헤이트 이후 미국이 올림픽에 8회 연속 출전한 기록이자 하계 올림픽 역사상 20번째 출전이었습니다. 올림픽이 시작되기 일주일 전, 두 명의 축구 선수와 한 명의 비디오 분석가가 올림픽 선수촌에 머무르는 동안 COVID-19 양성 판정을 받았습니다.",108
2020년 하계 올림픽 남아프리카 선수단,아티스틱 스위밍,남아공은 한국 광주에서 열린 2019 FINA 세계수영선수권대회에서 아직 자격을 얻지 못한 가장 높은 순위의 아프리카 조로 출전권을 확보함으로써 여자 듀엣 경기에 2명의 아티스틱 수영 선수로 구성된 분대를 배치했습니다. 1992년 바르셀로나 올림픽 이후 처음으로,71
2020년 하계 올림픽 남아프리카 선수단,육상(육상),30명의 남아공 선수가 다음 육상 경기에서 예선 시간 또는 세계 랭킹 기준으로 참가 기준을 달성했습니다(각 경기당 최대 3명의 선수).,43
2020년 하계 올림픽 남아프리카 선수단,도로,"남아공은 UCI 세계 랭킹에서 전국 상위 50위(남성)와 상위 22위(여성)에 힘입어 각각의 올림픽 로드 레이스에 참가하기 위해 5명의 라이더(남성 3명, 여성 2명)로 구성된 분대에 참가했습니다.",53
2020년 하계 올림픽 남아프리카 선수단,길,"2020 UCI 트랙 사이클링 세계 선수권 대회가 끝난 후 남아공 선수들은 UCI 올림픽 최종 순위에서 자국의 결과를 바탕으로 스프린트와 케이린, 남자 옴니엄과 매디슨에서 남녀 모두 자리를 차지했습니다. SprintKeirinOmnium",68
2020년 하계 올림픽 남아프리카 선수단,BMX,남아공 선수들은 2021년 6월 1일자 순위에 따라 국제 사이클리스트 연합(Union Cycliste Internationale)으로부터 아프리카 대륙 진출권을 수락함으로써 올림픽 BMX 남자 쿼터 1위 자격을 얻었습니다.,44
2020년 하계 올림픽 남아프리카 선수단,다이빙,남아공 다이버들은 더반에서 열리는 2019년 아프리카 예선 대회와 도쿄에서 열리는 2021년 FINA 월드컵 시리즈를 통해 올림픽 여자 스프링보드에서 각각 2개의 개인 자리를 차지했습니다.,45
2020년 하계 올림픽 남아프리카 선수단,승마자,남아공은 다음 결과에 따라 두 명의 선수를 올림픽 승마 대회에 참가시켰습니다. 마장마술과 종합 경기에서 각각 FEI 개별 FEI 올림픽 랭킹(아프리카 및 중동)에서 그룹 선정을 제외하고 각각 상위 2위를 차지했습니다.,58
2020년 하계 올림픽 남아프리카 선수단,마장 마술,2016년 리우 올림픽 시모어와 라모네르는 2021년 6월 18일에 경쟁 후보로 지명되었습니다. 도쿄 올림픽은 올덴부르크 종마의 마지막 경력 국제 대회가 될 것입니다. Seymour는 Ramoneur가 laminitis를 앓은 후 도쿄에있는 동안 철수해야했습니다. 예선 범례: Q = 결승전 진출; q = 행운의 패자로 결승전에 진출,82
2020년 하계 올림픽 남아프리카 선수단,남자 토너먼트,남아공 남자 필드하키팀이 스텔렌보스에서 열린 2019 남자 아프리카 올림픽 예선에서 우승하며 올림픽 본선에 진출했습니다. 팀 명단팀은 2021년 5월 27일에 발표되었습니다. 헤드 코치: Gareth Ewing Group 플레이,51
2020년 하계 올림픽 남아프리카 선수단,여자 토너먼트,남아공 여자 필드하키팀이 스텔렌보스에서 열린 2019 여자 아프리카 올림픽 예선에서 우승해 올림픽 본선 진출권을 획득했습니다. 팀 명단팀은 2021년 5월 27일에 발표되었습니다. 헤드 코치: Robin Van Ginkel Group play,53
2020년 하계 올림픽 남아프리카 선수단,골프,"남아공은 두 명의 골퍼(두 남자 모두)를 올림픽 토너먼트에 참가시켰습니다. Christiaan Bezuidenhout(세계 랭킹 46위), Garrick Higgo(세계 랭킹 38위), Ashleigh Buhai(세계 랭킹 76위)는 IGF 세계 랭킹을 기반으로 각 이벤트에서 자격을 갖춘 상위 60명의 플레이어에 직접 자격을 부여했습니다. Louis Oosthuizen과 Lee-Anne Pace가 처음에 선발되었지만 출전하지 않기로 결정했습니다. Ashleigh Buhai는 나중에 철수했고 또한 철수한 Paula Reto로 대체되었습니다.",110
2020년 하계 올림픽 남아프리카 선수단,예술적,"남아공은 두 명의 예술 체조 선수를 올림픽 대회에 참가시켰습니다. Caitlin Rooskrantz는 독일 슈투트가르트에서 열린 2019 세계 선수권 대회에서 팀의 일원도 아니고 종합 경기를 통해 직접 자격을 얻지 못한 12명의 최고 순위 체조 선수 중 한 명으로 여자 기구 경기에서 여분의 선석을 받았습니다. 한편, Naveen Daries는 이집트 카이로에서 열리는 2021년 아프리카 선수권 대회 여자 개인 종합 동메달로 남아공 선수단의 Rooskrantz에 합류할 추가 자리를 차지했습니다. 여성",120
2020년 하계 올림픽 남아프리카 선수단,유도,남아공은 올림픽에서 여자 초경량급(48kg) 부문에 유도카 1명을 출전시켰습니다. Geronay Whitebooi는 2021년 6월 28일자 IJF 세계 랭킹 목록에서 직접 예선 위치를 벗어난 국가 최고의 유도 선수로 아프리카에서 대륙 정박지를 받았습니다.,66
2020년 하계 올림픽 남아프리카 선수단,로잉,"남아공은 오스트리아 오텐스하임에서 열린 2019 FISA 세계 선수권 대회에서 B-파이널에서 3위를 하고 11개의 선석 중 9위를 확보하여 남자 페어에서 보트 1개를 획득했습니다. 한편, 남자 4인 조정 선수는 스위스 루체른에서 열린 2021 FISA 최종 예선 레가타에서 2위를 차지하며 남아공 명단에 추가되었습니다. 예선 범례: FA=파이널 A(메달); FB=결승 B(비메달); FC=최종 C(비메달); FD=파이널 D(비메달); FE=파이널 E(비메달); FF=최종 F(비메달); SA/B=준결승 A/B; SC/D=준결승 C/D; SE/F=준결승 E/F; QF=준준결승; R=패배",191
2020년 하계 올림픽 남아프리카 선수단,항해,"남아프리카 선원들은 2018년 세계 세일링 선수권 대회, 등급 관련 세계 선수권 대회, 대륙 레가타를 통해 다음 각 등급에서 한 척의 보트를 획득했습니다. M = 메달 레이스; EL = 탈락자는 메달 레이스에 진출하지 못했습니다.",54
2020년 하계 올림픽 남아프리카 선수단,스케이트보드,"남아공은 4명의 스케이트보더(성별 2명)를 출전시켜 게임의 모든 경기에 참가했습니다. Dallas Oberholtzer(남성 파크), Brandon Valjalo(남성 스트리트), Melissa Williams(여성 파크), Boipelo Awuah(여성 스트리트)는 월드 스케이트의 초대를 받았습니다. 2021년 6월 30일 연맹의 올림픽 순위에서 그들의 성과를 기반으로 공원 이벤트.",105
2020년 하계 올림픽 남아프리카 선수단,스포츠 클라이밍,남아공은 두 명의 스포츠 클라이밍을 올림픽 토너먼트에 참가시켰습니다. Erin Sterkenburg와 Christopher Cosser는 케이프타운에서 열린 2020 IFSC 아프리카 선수권 대회에서 최종 단계에 진출하여 결국 금메달을 획득함으로써 각각 여자와 남자 결합 경기에 직행 자격을 얻었습니다.,60
2020년 하계 올림픽 남아프리카 선수단,서핑,남아공은 두 명의 서퍼(성별당 한 명)를 파견하여 올림픽 쇼트보드 경기에 출전시켰습니다. Bianca Buitendag는 일본 미야자키에서 열린 2019 ISA World Surfing Games에서 아프리카에서 가장 높은 순위이자 마지막으로 남은 서퍼로서 여자 쇼트보드에서 자국의 예선 슬롯을 확보했습니다. 남자부에서는 Jordy Smith가 World Surf League 순위에서 상위 10위 안에 들어 도쿄 2020 남아공 로스터 Buitendag에 합류했습니다.,112
2020년 하계 올림픽 남아프리카 선수단,수영,"17명의 남아공 수영 선수가 다음 이벤트에서 자격 기준을 달성했습니다(OQT(Olympic Qualifying Time)에 각 이벤트에서 최대 2명의 수영 선수, 올림픽 선택 시간(OST)에 잠재적으로 1명의 수영 선수). 올림픽 팀, 수영 선수들은 요하네스버그에서 열리는 2021년 남아프리카 전국 선수권 대회(4월 8일~12일)의 각 개인 풀 경기에서 올림픽 예선 통과를 달성해야 합니다. 2021년 6월 24일 경기에는 2012 런던 올림픽 금메달리스트 Chad Le Clos가 남자 접영 더블에, 2019 세계 은메달리스트이자 국가 기록 보유자 Tatjana Schoenmaker가 여자 평영 더블에 참가합니다. 남성 여성",163
2020년 하계 올림픽 남아프리카 선수단,수구,"남아공은 1960년 로마 올림픽 이후 처음으로 남자 수구 대회에 출전하고, 여자 수구 대회는 사상 처음으로 출전 자격을 얻었습니다. 요약",42
2020년 하계 올림픽 투발루 선수,요약,"투발루는 2021년 7월 23일부터 8월 8일까지 도쿄에서 열리는 2020년 하계 올림픽에 참가했습니다. 당초 2020년 7월 24일부터 8월 9일까지 열릴 예정이었으나 코로나19 팬데믹으로 인해 연기되었습니다. 그들의 참가는 2008년 하계 올림픽에 데뷔한 이후 4년 연속 하계 올림픽에 출전하는 기록을 세웠습니다. 투발루 대표단은 스프린터인 Karalo Maibuca와 Matie Stanley로 구성되었으며, 둘 다 첫 올림픽에 출전했습니다. Maibuca와 Stanley는 비록 Maibuca가 남자 100m에서 11.42초의 투발루 국가 기록을 세웠지만 그들의 이벤트 예선을 넘어서는 진전을 이루지 못했습니다.",144
2020년 하계 올림픽 투발루 선수,배경,"투발루는 태평양의 폴리네시아에 위치한 섬나라입니다. 이전에 영국의 식민지였다가 1978년 독립했습니다. 2004년 투발루 스포츠 협회와 국가 올림픽 위원회가 결성되었고 2007년 국제 올림픽 위원회의 승인을 받았습니다. 투발루는 2008년 하계 올림픽에 처음 참가했으며, 2020년 하계 올림픽 전에 두 번 더 하계 올림픽에 출전했습니다. 2020년 하계 올림픽은 당초 2020년 7월 24일부터 8월 9일까지 열릴 예정이었으나 코로나19 팬데믹으로 인해 2021년 7월 23일부터 8월 8일까지로 연기됐다. 2020년 하계 올림픽을 위해 투발루는 13개국 중 하나인 2명의 선수단을 파견했습니다. 선수는 각각 남자 100m와 여자 100m에 출전한 단거리 선수인 Karalo Maibuca와 Matie Stanley였습니다. Stanley와 Maibuca는 각각 개막식에서 여성과 남성 기수였으며 Maibuca는 폐막식에서 기수였습니다.",221
2020년 하계 올림픽 투발루 선수,체육 실기,"투발루는 국제올림픽위원회(IOC)로부터 남자 1명, 여자 1명 등 2명의 육상 선수를 올림픽에 보낼 수 있는 보편성 슬롯(대회 출전 자격이 없는 경우 국가가 선수를 보낼 수 있는 할당량)을 받았다. 첫 올림픽에 참가한 22세의 카를로 마이부카와 18세의 마티 스탠리를 파견하기로 결정했습니다. Maibuca는 예선에서 9위를 기록하며 예선을 통과하지 못했지만 11.42초의 투발루 국가 신기록을 세웠습니다. Stanley는 예선에서 9명의 주자 중 8위를 기록했으며 개인 최고 기록 14.52초를 기록하며 예선을 통과하지 못했습니다. 트랙 및 로드 이벤트",151
2020년 하계 올림픽 수리남 선수단,요약,수리남은 2020년 도쿄 하계 올림픽에 참가했습니다. 원래 2020년 7월 24일부터 8월 9일까지 열릴 예정이던 올림픽은 COVID-19 팬데믹으로 인해 2021년 7월 23일부터 8월 8일까지로 연기되었습니다. 하계 올림픽에서 우리나라의 열네 번째 출전이었습니다.,65
2020년 하계 올림픽 수리남 선수단,배드민턴,수리남은 한 명의 배드민턴 선수를 올림픽 토너먼트에 출전시켰습니다. 2016 리우 올림픽 올림피언 쇠렌 옵티는 삼자 위원회와 세계 배드민턴 연맹의 남자 단식 출전 초청을 수락했습니다. COVID-19 양성 반응을 보인 후 Opti는 공식적으로 게임에서 탈퇴했습니다.,69
2020년 하계 올림픽 수리남 선수단,길,"2020 UCI 트랙 사이클링 세계 선수권 대회가 끝난 후 수리남은 최종 개인 UCI 올림픽 순위를 기준으로 한 명의 선수를 출전시켜 게임의 남자 스프린트와 경륜 경기에 참가했습니다. 또한, 이것은 1992년 바르셀로나 이후 처음으로 국가가 스포츠에 복귀하는 것을 의미했습니다. SprintKeirin",71
2020년 하계 올림픽 수리남 선수단,수영,수리남은 FINA로부터 2021년 6월 28일 FINA 포인트 시스템에 따라 각 개인 종목에서 상위 랭킹 남자 수영 선수를 올림픽에 보내 달라는 보편성 초대를 받았습니다.,45
2020년 하계 올림픽 예선 수영,요약,2020년 하계 올림픽 수영 경기에는 다음과 같은 예선 제도가 시행됩니다. COVID-19 전염병으로 인해 올림픽이 2021년으로 연기됨에 따라 예선은 2021년 6월 27일에 종료됩니다.,46
2020년 하계 올림픽 예선 수영,자격 기준,"국가 올림픽 위원회(NOC)는 각 개인 경기에 최대 2명의 자격을 갖춘 선수를 참가시킬 수 있지만 두 선수 모두 올림픽 출전 시간(OQT)을 달성한 경우에만 가능합니다. 종목당 1명의 선수는 올림픽 선발 시간(OST)을 충족하거나 878명의 선수 할당량이 목표가 되지 않은 경우 잠재적으로 참가할 수 있습니다. NOC는 또한 표준 입장 시간(OQT/OST)에 도달하는 수영 선수가 없기 때문에 Universality 장소에서 시간에 관계없이(성별당 한 명) 수영 선수를 허용할 수 있습니다. 릴레이 이벤트에서는 각 릴레이에서 최대 16개의 자격을 갖춘 팀이 이벤트는 총 112개의 릴레이 팀을 모을 수 있도록 허용되어야 합니다. 각 NOC는 한 팀에만 참가할 수 있습니다. 2019년 세계 선수권 대회의 각 릴레이 이벤트에서 첫 12개 팀은 자동으로 올림픽 릴레이 이벤트를 위해 경쟁하게 됩니다. 릴레이 이벤트당 나머지 4개는 진행 과정에서 FINA 세계 랭킹을 기준으로 가장 빠른 입장 시간을 확보해야 합니다. FINA는 포인트 테이블(2021년판)을 기반으로 한 국가가 각각 최고 순위의 남녀 수영 선수를 입력할 수 있도록 보편성 규칙을 수정했습니다. 보편성 순위에 할당된 OST를 달성한 NOC 소속 수영 선수는 최대 2개의 개인 종목에 참가할 수 있는 반면, OQT 및 OST가 없는 선수는 1개의 개인 종목에만 참가할 수 있습니다. 자격 기간이 종료됨에 따라, FINA는 OQT를 달성한 선수의 수, 릴레이 전용 수영 선수의 수, 보편성 순위의 수를 평가한 후 총 쿼터인 878명을 충족하기 위해 OST를 가진 선수를 초청합니다. 2019년 3월 1일부터 2019년 3월 1일부터 2021년 6월 27일. 아직 비준되지 않은 초기 FINA 자격 기준은 다음과 같습니다.",459
2020년 하계 올림픽 예선 수영,개별 이벤트,OQT(Olympic Qualifying Time) 또는 OST(Olympic Selection Time)를 달성했거나 보편성 장소가 보장된 선수는 다음 각 개별 이벤트에 대해 아래에 나열되어 있습니다.,44
2020년 하계 올림픽 예선 수영,릴레이 이벤트,각 계주 경기에서 16개 팀이 출전하여 총 112개 팀이 진출합니다. 팀은 다음 두 경로 중 하나를 통해 진출할 수 있습니다. 예선에서 달성한 결과를 바탕으로 2020년 도쿄 올림픽. 릴레이 이벤트당 나머지 4개 팀은 예선 기간 동안 달성한 2021년 5월 31일 FINA 세계 랭킹에서 FINA가 승인한 예선 경기에서 가장 빠른 시간을 기록한 팀입니다. 이유를 불문하고 참가하는 경우 FINA 세계 랭킹에서 다음으로 높은 순위의 적격 팀에게 릴레이 팀 쿼터 자리가 제공됩니다.,153
2020년 하계 올림픽 예선 수영,남자 10km 마라톤,2020년 올림픽 마라톤 수영 예선에서 남자부 경기에 참가한 오세아니아 선수는 10위권 안에 든 선수가 한 명도 없었다.,49
2020년 하계 올림픽 예선 수영,여자 10km 마라톤,"^ 미사용 대륙 할당량 장소 오세아니아 출신의 자격 있는 선수는 2020년 올림픽 마라톤 수영 예선에서 여자 경기에 출전하지 않았으며, 이는 상위 10위 안에 들었습니다.",42
2020년 하계 올림픽 버뮤다 선수단,요약,버뮤다는 2020년 도쿄 하계 올림픽에 참가했습니다. 당초 2020년 7월 24일부터 8월 9일까지 열릴 예정이었던 올림픽은 코로나19 팬데믹으로 인해 2021년 7월 23일부터 8월 8일까지로 연기되었습니다. 1936년 국가 정식 데뷔 이후 버뮤다 선수들은 하계 올림픽의 모든 판에 등장했지만 미국 주도의 보이콧에 대한 국가의 지원으로 모스크바에서 열린 1980년 하계 올림픽에는 참가하지 않았다. 버뮤다 최초의 금메달은 트라이애슬론 선수 플로라 더피(Flora Duffy)가 차지했습니다.,117
2020년 하계 올림픽 버뮤다 선수단,로잉,버뮤다는 브라질 리우데자네이루에서 열린 2021 FISA 아메리카 올림픽 예선 레가타에서 B-파이널에서 3위를 하고 5개 선석 중 2번째 선석을 확보함으로써 게임 남자 싱글 스컬에서 보트 1개를 획득했습니다. 예선 범례: FA=파이널 A(메달); FB=결승 B(비메달); FC=최종 C(비메달); FD=파이널 D(비메달); FE=파이널 E(비메달); FF=최종 F(비메달); SA/B=준결승 A/B; SC/D=준결승 C/D; SE/F=준결승 E/F; QF=준준결승; R=패배,162
2020년 하계 올림픽 버뮤다 선수단,트라이애슬론,버뮤다는 올림픽에 참가하기 위해 트라이애슬론 선수 한 명을 입력했습니다. 놀랍게도 역사적인 네 번째 게임에 진출한 Flora Duffy는 2021년 6월 15일 ITU 개인 세계 랭킹을 기준으로 여자부 예선을 놓고 경쟁하는 상위 26명의 트라이애슬론 선수 중 하나로 선정되었습니다. 그녀는 금메달을 획득했습니다.,66
2020년 하계 올림픽 버뮤다 선수단,승마자,"버뮤다는 그룹 D와 E(북미, 중미, 남미)의 개별 FEI 올림픽 랭킹에서 그룹 선택을 제외하고 상위 4위 안에 들어 마장마술 선수 한 명을 올림픽 대회에 참가시켰습니다. 8년의 공백. 할당량은 나중에 Annabelle Collins의 주마 Joyero의 부상과 새 말 Chuppy Checker에 탑승한 최소 자격 요건(MER)을 획득하지 못한 후 철회되었습니다.",104
2020년 하계 올림픽 키르기스스탄 선수단,요약,키르기스스탄은 2020년 도쿄 하계 올림픽에 참가했습니다. 당초 2020년 7월 24일부터 8월 9일까지 열릴 예정이던 올림픽은 코로나19 팬데믹으로 인해 2021년 7월 23일부터 8월 8일까지로 연기되었습니다. 구소련 시대에 접어든 한국의 7번째 연속 하계 올림픽 출전이었다.,72
2020년 하계 올림픽 키르기스스탄 선수단,체육 실기,키르기스스탄 선수들은 다음 육상 경기(각 경기에 최대 3명의 선수 참가)에서 예선 시간 또는 세계 랭킹 기준으로 참가 기준을 달성했습니다.,46
2020년 하계 올림픽 키르기스스탄 선수단,펜싱,키르기스스탄은 2008년 이후 처음으로 펜싱 선수 1명을 올림픽에 출전시켰습니다. 로만 페트로프는 우즈베키스탄 타슈켄트에서 열린 아시아·오세아니아 지역 예선에서 결승전에서 우승하며 남자 챕터에 진출했습니다.,61
2020년 하계 올림픽 키르기스스탄 선수단,수영,"키르기스스탄 수영 선수는 다음 이벤트에서 자격 기준을 추가로 달성했습니다(OQT(Olympic Qualifying Time)에 각 이벤트에서 최대 2명의 수영 선수, 올림픽 선택 시간(OST)에 잠재적으로 1명의 수영 선수):",52
2020년 하계 올림픽 키르기스스탄 선수단,역도,키르기스스탄은 남자 역도 선수 한 명을 올림픽 대회에 참가시켰습니다. Bekdoolot Rasulbekov는 IWF Absolute Continental Rankings를 기준으로 남자 96kg 부문에서 아시아 역도 선수 목록에서 1위를 차지했습니다.,53
2020년 하계 올림픽 키르기스스탄 선수단,레슬링,키르기스스탄은 올림픽 대회에 다음 각 등급별로 9명의 레슬링 선수를 선발했습니다. 그들 중 2명은 2019년 세계 선수권 대회에서 남자 그레코로만형 87kg과 여자 자유형 62kg에서 상위 6위 안에 들었습니다. 카자흐스탄 알마티에서 열리는 2021 아시아 예선 토너먼트의 각 체급. 남자 자유형남자 그레코로만형여자 자유형,112
2020년 하계 올림픽 도미니카 공화국,요약,도미니카 공화국은 2020 도쿄 하계 올림픽에 참가했습니다. 당초 2020년 7월 24일부터 8월 9일까지 열릴 예정이던 올림픽은 코로나19 팬데믹으로 인해 2021년 7월 23일부터 8월 8일까지로 연기되었습니다. 이로써 우리나라는 15년 연속 하계 올림픽에 출전하게 되었습니다. 도미니카 공화국은 은메달 3개와 동메달 2개를 적당히 따내며 하계 올림픽을 떠났지만 어떤 종목에서도 금메달 1개를 확보하지 못했습니다.,99
2020년 하계 올림픽 도미니카 공화국,체육 실기,도미니카 공화국 선수들은 다음 육상 경기(각 경기당 최대 3명의 선수)에서 예선 시간 또는 세계 랭킹 기준으로 참가 기준을 달성했습니다. 육상 경기 및 도로 경기필드 경기,50
